,date,state,retail,grocery,parks,transit,workplaces,residential,cases,deaths,daily_new_cases,daily_new_deaths
4427,2020-06-16,NM,-4.65,13.588235294117647,29.75,-6.823529411764706,-29.384615384615383,10.0,9933,447,88.0,7.0
4428,2020-06-17,NM,-5.05,12.5,29.666666666666668,-3.2777777777777777,-30.5,10.23076923076923,10065,452,132.0,5.0
4429,2020-06-18,NM,-7.181818181818182,12.588235294117647,35.111111111111114,-2.388888888888889,-31.576923076923077,9.846153846153847,10153,456,88.0,4.0
4430,2020-06-19,NM,-9.5,14.352941176470589,31.77777777777778,-3.1666666666666665,-29.115384615384617,8.692307692307692,10260,464,107.0,8.0
4431,2020-06-20,NM,-12.2,15.473684210526315,26.583333333333332,-7.588235294117647,-11.625,5.090909090909091,10430,466,170.0,2.0
4432,2020-06-21,NM,-11.578947368421053,13.375,22.0,-9.411764705882353,-9.666666666666666,1.8888888888888888,10565,469,135.0,3.0
4433,2020-06-22,NM,-7.15,6.833333333333333,24.666666666666668,-6.117647058823529,-31.884615384615383,9.538461538461538,10694,469,129.0,0.0
4434,2020-06-23,NM,-5.6,9.294117647058824,29.875,-5.0,-31.46153846153846,10.384615384615385,10838,476,144.0,7.0
4435,2020-06-24,NM,-5.8,9.833333333333334,32.0,-7.176470588235294,-30.73076923076923,10.307692307692308,10990,480,152.0,4.0
4436,2020-06-25,NM,-6.818181818181818,9.0,36.44444444444444,-3.5,-31.0,10.153846153846153,11192,485,202.0,5.0
4437,2020-06-26,NM,-10.863636363636363,8.944444444444445,32.3,-3.1666666666666665,-28.653846153846153,9.76923076923077,11408,489,216.0,4.0
4438,2020-06-27,NM,-13.789473684210526,6.315789473684211,18.583333333333332,-4.823529411764706,-12.5,5.818181818181818,11619,491,211.0,2.0
4439,2020-06-28,NM,-9.157894736842104,3.8125,24.363636363636363,-1.9444444444444444,-10.458333333333334,3.7777777777777777,11809,492,190.0,1.0
4440,2020-06-29,NM,-4.5,7.055555555555555,25.555555555555557,-2.7058823529411766,-29.192307692307693,9.23076923076923,11982,493,173.0,1.0
4441,2020-06-30,NM,-0.9,12.882352941176471,30.75,-2.5294117647058822,-29.846153846153847,9.615384615384615,12147,497,165.0,4.0
4442,2020-07-01,NM,2.4,16.72222222222222,30.5,-0.23529411764705882,-30.923076923076923,9.23076923076923,12276,500,129.0,3.0
4443,2020-07-02,NM,2.3333333333333335,22.0,32.5,3.0588235294117645,-33.57692307692308,9.23076923076923,12520,503,244.0,3.0
4444,2020-07-03,NM,-1.7272727272727273,25.764705882352942,48.25,2.5,-47.96153846153846,12.5,12776,511,256.0,8.0
4445,2020-07-04,NM,-28.285714285714285,11.68421052631579,26.083333333333332,-18.055555555555557,-20.25,6.636363636363637,13063,513,287.0,2.0
4446,2020-07-05,NM,-15.722222222222221,-3.1875,4.9,-14.941176470588236,-17.458333333333332,3.7142857142857144,13256,513,193.0,0.0
4447,2020-07-06,NM,-4.15,10.444444444444445,23.88888888888889,-5.0,-34.61538461538461,10.23076923076923,13507,515,251.0,2.0
4448,2020-07-07,NM,-4.8,10.823529411764707,27.0,-6.588235294117647,-32.46153846153846,10.23076923076923,13727,519,220.0,4.0
4449,2020-07-08,NM,-6.3,9.222222222222221,24.444444444444443,-8.375,-32.07692307692308,10.461538461538462,14017,527,290.0,8.0
4450,2020-07-09,NM,-8.409090909090908,7.9411764705882355,23.666666666666668,-5.5,-32.5,10.76923076923077,14251,533,234.0,6.0
4451,2020-07-10,NM,-13.045454545454545,6.882352941176471,22.8,-8.444444444444445,-30.153846153846153,10.384615384615385,14549,539,298.0,6.0
4452,2020-07-11,NM,-17.1,6.0,4.416666666666667,-11.0,-12.791666666666666,6.909090909090909,14773,543,224.0,4.0
4453,2020-07-12,NM,-12.88888888888889,2.125,-2.7,-13.588235294117647,-13.666666666666666,4.75,15028,545,255.0,2.0
4454,2020-07-13,NM,-11.85,5.111111111111111,10.375,-12.117647058823529,-31.76923076923077,10.461538461538462,15291,548,263.0,3.0
4455,2020-07-14,NM,-10.5,9.352941176470589,12.875,-11.882352941176471,-33.30769230769231,11.23076923076923,15514,551,223.0,3.0
4456,2020-07-15,NM,-10.2,7.944444444444445,11.2,-9.833333333333334,-32.96153846153846,11.153846153846153,15841,557,327.0,6.0
4457,2020-07-16,NM,-13.636363636363637,6.235294117647059,26.0,-7.388888888888889,-33.42307692307692,11.384615384615385,16138,562,297.0,5.0
4458,2020-07-17,NM,-16.90909090909091,2.8333333333333335,21.1,-9.38888888888889,-30.423076923076923,10.416666666666666,16456,565,318.0,3.0
4459,2020-07-18,NM,-20.85,-1.0526315789473684,11.916666666666666,-11.352941176470589,-14.458333333333334,7.090909090909091,16736,569,280.0,4.0
4460,2020-07-19,NM,-14.88888888888889,-3.4375,17.272727272727273,-12.647058823529411,-15.875,4.428571428571429,16971,571,235.0,2.0
4461,2020-07-20,NM,-11.9,-0.8888888888888888,22.0,-9.764705882352942,-32.34615384615385,10.307692307692308,17215,578,244.0,7.0
4462,2020-07-21,NM,-11.6,-0.3888888888888889,24.125,-10.588235294117647,-33.23076923076923,11.0,17517,588,302.0,10.0
4463,2020-03-05,NV,12.1,17.181818181818183,23.333333333333332,9.857142857142858,2.4545454545454546,-1.25,2,0,-17515.0,-588.0
4464,2020-03-06,NV,5.9,12.909090909090908,1.25,8.75,1.8,-0.125,2,0,0.0,0.0
4465,2020-03-07,NV,4.636363636363637,12.0,-18.333333333333332,11.142857142857142,1.7777777777777777,-0.16666666666666666,2,0,0.0,0.0
4466,2020-03-08,NV,8.11111111111111,16.9,1.75,13.4,2.5555555555555554,0.0,4,0,2.0,0.0
4467,2020-03-09,NV,6.6,17.3,5.5,9.833333333333334,1.2,-0.25,4,0,0.0,0.0
4468,2020-03-10,NV,7.6,15.7,-3.6666666666666665,11.714285714285714,0.8,-0.125,4,0,0.0,0.0
4469,2020-03-11,NV,7.8,17.0,8.25,12.142857142857142,-0.2,0.25,7,0,3.0,0.0
4470,2020-03-12,NV,8.3,25.8,6.75,11.714285714285714,-0.5454545454545454,-0.375,11,0,4.0,0.0
4471,2020-03-13,NV,5.0,28.0,-12.25,8.857142857142858,-1.8,1.125,19,0,8.0,0.0
4472,2020-03-14,NV,-2.0,30.5,-36.8,0.5714285714285714,-2.3333333333333335,2.8333333333333335,21,0,2.0,0.0
4473,2020-03-15,NV,-4.1,33.7,-20.4,-3.2,-2.3333333333333335,4.0,26,0,5.0,0.0
4474,2020-03-16,NV,0.5,39.3,-23.4,-9.0,-14.8,5.714285714285714,45,1,19.0,1.0
4475,2020-03-17,NV,-7.1,27.90909090909091,-16.75,-0.8571428571428571,-18.75,7.5,55,1,10.0,0.0
4476,2020-03-18,NV,-19.5,26.272727272727273,-33.4,-1.5714285714285714,-23.846153846153847,11.0,82,1,27.0,0.0
4477,2020-03-19,NV,-29.4,13.272727272727273,-26.0,-3.4285714285714284,-31.076923076923077,13.571428571428571,99,1,17.0,0.0
4478,2020-03-20,NV,-36.166666666666664,13.181818181818182,-25.0,-11.142857142857142,-31.4,15.428571428571429,165,2,66.0,1.0
4479,2020-03-21,NV,-40.18181818181818,6.090909090909091,-30.0,-5.714285714285714,-31.77777777777778,12.666666666666666,165,2,0.0,0.0
4480,2020-03-22,NV,-39.36363636363637,-3.3,-18.25,-26.0,-31.77777777777778,12.0,190,2,25.0,0.0
4481,2020-03-23,NV,-32.8,0.09090909090909091,-29.25,-19.833333333333332,-34.416666666666664,14.142857142857142,265,4,75.0,2.0
4482,2020-03-24,NV,-34.0,-1.6363636363636365,-32.5,-13.428571428571429,-36.07692307692308,15.571428571428571,315,6,50.0,2.0
4483,2020-03-25,NV,-35.7,-3.8181818181818183,-33.2,-16.571428571428573,-37.0,16.142857142857142,405,10,90.0,4.0
4484,2020-03-26,NV,-36.6,-4.2727272727272725,-39.0,-23.875,-38.84615384615385,16.571428571428573,535,10,130.0,0.0
4485,2020-03-27,NV,-39.18181818181818,-4.636363636363637,-32.75,-24.444444444444443,-38.36363636363637,17.857142857142858,621,10,86.0,0.0
4486,2020-03-28,NV,-40.3,-5.2727272727272725,-29.166666666666668,-22.5,-35.77777777777778,15.5,738,14,117.0,4.0
4487,2020-03-29,NV,-40.4,-12.090909090909092,-32.0,-32.5,-36.666666666666664,13.5,920,15,182.0,1.0
4488,2020-03-30,NV,-34.9,-3.727272727272727,-21.0,-27.0,-37.166666666666664,14.285714285714286,1044,18,124.0,3.0
4489,2020-03-31,NV,-34.1,-3.0,-18.25,-21.142857142857142,-39.15384615384615,15.428571428571429,1113,26,69.0,8.0
4490,2020-04-01,NV,-32.0,1.2727272727272727,-19.25,-22.714285714285715,-40.0,16.142857142857142,1279,32,166.0,6.0
4491,2020-04-02,NV,-35.0,-2.0,-20.25,-28.0,-40.84615384615385,16.285714285714285,1458,38,179.0,6.0
4492,2020-04-03,NV,-39.666666666666664,-0.8181818181818182,-25.5,-29.444444444444443,-40.72727272727273,18.142857142857142,1549,43,91.0,5.0
4493,2020-04-04,NV,-44.4,-5.909090909090909,-36.0,-30.375,-40.0,17.0,1758,46,209.0,3.0
4494,2020-04-05,NV,-43.666666666666664,-15.454545454545455,-49.2,-34.125,-41.666666666666664,15.0,1880,46,122.0,0.0
4495,2020-04-06,NV,-38.57142857142857,-7.833333333333333,-42.0,-35.0,-41.833333333333336,16.428571428571427,1971,58,91.0,12.0
4496,2020-04-07,NV,-37.285714285714285,-13.0,-30.25,-27.0,-41.61538461538461,17.428571428571427,2101,60,130.0,2.0
4497,2020-04-08,NV,-36.857142857142854,-7.0,-30.0,-23.571428571428573,-42.76923076923077,17.428571428571427,2318,80,217.0,20.0
4498,2020-04-09,NV,-37.57142857142857,-5.166666666666667,-37.25,-21.88888888888889,-43.07692307692308,17.714285714285715,2456,82,138.0,2.0
4499,2020-04-10,NV,-36.375,-4.0,-24.0,-27.0,-44.72727272727273,19.285714285714285,2606,86,150.0,4.0
4500,2020-04-11,NV,-36.375,-1.0,-18.0,-23.625,-39.55555555555556,16.0,2720,111,114.0,25.0
4501,2020-04-12,NV,-50.25,-27.428571428571427,-31.75,-28.875,-41.333333333333336,14.0,2860,113,140.0,2.0
4502,2020-04-13,NV,-33.875,-13.666666666666666,-19.0,-24.625,-40.416666666666664,15.142857142857142,3036,114,176.0,1.0
4503,2020-04-14,NV,-31.875,-9.285714285714286,-5.0,-14.571428571428571,-39.84615384615385,16.285714285714285,3137,130,101.0,16.0
4504,2020-04-15,NV,-23.25,-3.857142857142857,-10.0,-15.285714285714286,-39.76923076923077,15.571428571428571,3212,137,75.0,7.0
4505,2020-04-16,NV,-25.375,-5.428571428571429,-11.75,-23.25,-40.07692307692308,16.142857142857142,3321,142,109.0,5.0
4506,2020-04-17,NV,-31.0,-11.285714285714286,-32.0,-21.11111111111111,-40.72727272727273,18.428571428571427,3524,151,203.0,9.0
4507,2020-04-18,NV,-32.25,-8.857142857142858,-23.0,-13.142857142857142,-36.888888888888886,15.5,3626,155,102.0,4.0
4508,2020-04-19,NV,-30.285714285714285,-12.285714285714286,-24.75,-18.0,-38.22222222222222,12.5,3710,158,84.0,3.0
4509,2020-04-20,NV,-28.0,-13.333333333333334,-19.0,-21.444444444444443,-38.666666666666664,14.571428571428571,3830,163,120.0,5.0
4510,2020-04-21,NV,-24.875,-5.428571428571429,-1.0,-12.428571428571429,-39.833333333333336,15.428571428571429,3937,163,107.0,0.0
4511,2020-04-22,NV,-24.875,-4.857142857142857,-10.0,-13.0,-39.23076923076923,15.285714285714286,4081,187,144.0,24.0
4512,2020-04-23,NV,-26.125,-5.857142857142857,-6.75,-15.25,-40.0,15.571428571428571,4208,195,127.0,8.0
4513,2020-04-24,NV,-29.125,-7.714285714285714,-14.75,-13.777777777777779,-40.72727272727273,17.142857142857142,4398,203,190.0,8.0
4514,2020-04-25,NV,-30.125,-6.571428571428571,-11.2,-8.428571428571429,-37.44444444444444,14.5,4539,206,141.0,3.0
4515,2020-04-26,NV,-25.142857142857142,-4.0,-6.25,-10.142857142857142,-36.888888888888886,11.5,4638,206,99.0,0.0
4516,2020-04-27,NV,-22.857142857142858,-8.166666666666666,-5.5,-17.166666666666668,-36.916666666666664,13.571428571428571,4708,219,70.0,13.0
4517,2020-04-28,NV,-18.875,0.14285714285714285,-4.666666666666667,-5.571428571428571,-37.69230769230769,6.571428571428571,4812,225,104.0,6.0
4518,2020-04-29,NV,-20.375,-0.8571428571428571,-16.5,-7.285714285714286,-37.84615384615385,14.571428571428571,4934,237,122.0,12.0
4519,2020-04-30,NV,-19.0,0.0,-9.5,-11.0,-37.61538461538461,14.428571428571429,5053,243,119.0,6.0
4520,2020-05-01,NV,-20.5,-5.0,-11.75,-4.875,-38.45454545454545,15.285714285714286,5249,254,196.0,11.0
4521,2020-05-02,NV,-23.875,-3.5714285714285716,-6.0,-0.5714285714285714,-35.333333333333336,13.0,5390,257,141.0,3.0
4522,2020-05-03,NV,-19.857142857142858,-4.428571428571429,-4.0,-7.333333333333333,-31.77777777777778,10.5,5473,262,83.0,5.0
4523,2020-05-04,NV,-18.571428571428573,-5.5,-1.5,-13.5,-34.916666666666664,11.857142857142858,5627,266,154.0,4.0
4524,2020-05-05,NV,-13.875,2.7142857142857144,5.25,-2.142857142857143,-36.416666666666664,13.0,5665,276,38.0,10.0
4525,2020-05-06,NV,-18.25,-2.142857142857143,2.25,-2.4285714285714284,-36.666666666666664,13.428571428571429,5744,286,79.0,10.0
4526,2020-05-07,NV,-18.125,2.4285714285714284,6.0,-2.375,-36.61538461538461,13.428571428571429,5858,293,114.0,7.0
4527,2020-05-08,NV,-22.75,5.857142857142857,-5.0,-12.142857142857142,-36.72727272727273,14.571428571428571,5942,301,84.0,8.0
4528,2020-05-09,NV,-16.75,15.428571428571429,4.4,1.5714285714285714,-29.77777777777778,11.0,6046,306,104.0,5.0
4529,2020-05-10,NV,-13.0,13.75,-7.0,-7.857142857142857,-28.11111111111111,8.0,6120,306,74.0,0.0
4530,2020-05-11,NV,-18.714285714285715,-3.3333333333333335,-12.25,-10.0,-32.25,11.571428571428571,6152,312,32.0,6.0
4531,2020-05-12,NV,-15.25,2.5714285714285716,-21.25,-0.8571428571428571,-33.333333333333336,12.857142857142858,6311,321,159.0,9.0
4532,2020-05-13,NV,-14.75,6.666666666666667,-14.25,-2.7142857142857144,-33.25,12.714285714285714,6482,331,171.0,10.0
4533,2020-05-14,NV,-16.444444444444443,2.75,-21.0,-0.625,-33.583333333333336,12.857142857142858,6604,339,122.0,8.0
4534,2020-05-15,NV,-17.555555555555557,-3.5,-9.25,-12.5,-32.6,13.285714285714286,6733,345,129.0,6.0
4535,2020-05-16,NV,-19.666666666666668,-0.625,-0.8,1.0,-27.555555555555557,8.666666666666666,6810,349,77.0,4.0
4536,2020-05-17,NV,-14.875,-8.0,-31.0,-8.4,-26.11111111111111,10.0,6935,350,125.0,1.0
4537,2020-05-18,NV,-13.88888888888889,-8.0,-26.5,-9.333333333333334,-29.916666666666668,11.428571428571429,7059,364,124.0,14.0
4538,2020-05-19,NV,-11.5,-1.25,-18.75,-1.1428571428571428,-31.166666666666668,12.142857142857142,7169,373,110.0,9.0
4539,2020-05-20,NV,-9.375,1.0,-3.5,2.5714285714285716,-30.416666666666668,11.571428571428571,7301,378,132.0,5.0
4540,2020-05-21,NV,-7.888888888888889,6.75,6.25,10.0,-31.615384615384617,10.857142857142858,7404,381,103.0,3.0
4541,2020-05-22,NV,-14.88888888888889,5.125,-13.75,3.857142857142857,-33.18181818181818,12.285714285714286,7531,387,127.0,6.0
4542,2020-05-23,NV,-14.11111111111111,9.125,7.0,4.333333333333333,-25.0,7.333333333333333,7769,392,238.0,5.0
4543,2020-05-24,NV,-7.125,8.8,28.75,-6.0,-25.666666666666668,6.0,7886,394,117.0,2.0
4544,2020-05-25,NV,-10.625,2.2857142857142856,29.666666666666668,-1.5,-61.142857142857146,15.0,7959,396,73.0,2.0
4545,2020-05-26,NV,-7.875,6.75,2.6666666666666665,-0.42857142857142855,-30.0,9.857142857142858,8059,396,100.0,0.0
4546,2020-05-27,NV,-6.25,7.75,14.0,6.0,-28.833333333333332,10.428571428571429,8150,402,91.0,6.0
4547,2020-05-28,NV,-6.375,11.625,-1.3333333333333333,0.8333333333333334,-28.307692307692307,10.142857142857142,8247,410,97.0,8.0
4548,2020-05-29,NV,-12.555555555555555,5.625,-1.25,-1.7142857142857142,-26.8,11.285714285714286,8375,415,128.0,5.0
4549,2020-05-30,NV,-14.222222222222221,4.375,-17.6,6.166666666666667,-17.666666666666668,8.0,8519,417,144.0,2.0
4550,2020-05-31,NV,-7.125,1.6666666666666667,5.75,1.0,-16.333333333333332,7.5,8628,419,109.0,2.0
4551,2020-06-01,NV,-2.2222222222222223,3.0,-2.0,1.0,-25.166666666666668,8.428571428571429,8701,420,73.0,1.0
4552,2020-06-02,NV,0.1111111111111111,13.125,-0.6666666666666666,12.142857142857142,-25.333333333333332,8.857142857142858,8858,420,157.0,0.0
4553,2020-06-03,NV,1.5555555555555556,12.875,1.0,10.428571428571429,-25.916666666666668,8.857142857142858,8950,429,92.0,9.0
4554,2020-06-04,NV,3.0,14.375,-2.3333333333333335,12.0,-26.583333333333332,7.571428571428571,9118,429,168.0,0.0
4555,2020-06-05,NV,-4.555555555555555,11.375,6.0,6.857142857142857,-26.5,8.857142857142858,9306,436,188.0,7.0
4556,2020-06-06,NV,-5.666666666666667,11.625,0.2,14.5,-15.333333333333334,5.0,9494,437,188.0,1.0
4557,2020-06-07,NV,-2.125,2.6,-8.5,11.8,-15.11111111111111,6.0,9673,438,179.0,1.0
4558,2020-06-08,NV,1.2222222222222223,3.857142857142857,16.5,3.8333333333333335,-25.583333333333332,7.285714285714286,9815,442,142.0,4.0
4559,2020-06-09,NV,2.4444444444444446,6.857142857142857,13.333333333333334,14.0,-26.25,7.285714285714286,10046,445,231.0,3.0
4560,2020-06-10,NV,3.111111111111111,10.75,7.666666666666667,13.571428571428571,-25.0,7.428571428571429,10216,449,170.0,4.0
4561,2020-06-11,NV,1.1111111111111112,13.375,2.6666666666666665,12.571428571428571,-26.307692307692307,7.285714285714286,10464,460,248.0,11.0
4562,2020-06-12,NV,-5.666666666666667,6.5,-2.0,10.833333333333334,-26.5,8.571428571428571,10704,462,240.0,2.0
4563,2020-06-13,NV,-4.777777777777778,11.875,11.4,13.0,-14.11111111111111,4.25,10992,463,288.0,1.0
4564,2020-06-14,NV,3.0,8.4,15.0,17.2,-12.222222222222221,4.0,11199,464,207.0,1.0
4565,2020-06-15,NV,1.375,5.0,19.5,9.166666666666666,-25.0,6.428571428571429,11316,466,117.0,2.0
4566,2020-06-16,NV,4.444444444444445,13.625,12.666666666666666,13.666666666666666,-26.666666666666668,7.0,11673,467,357.0,1.0
4567,2020-06-17,NV,3.3333333333333335,12.714285714285714,8.333333333333334,14.714285714285714,-25.333333333333332,6.5,11852,473,179.0,6.0
4568,2020-06-18,NV,2.888888888888889,15.75,11.666666666666666,12.333333333333334,-27.0,5.857142857142857,12164,475,312.0,2.0
4569,2020-06-19,NV,-2.0,11.125,0.0,2.4,-27.8,6.285714285714286,12525,479,361.0,4.0
4570,2020-06-20,NV,-3.4444444444444446,13.142857142857142,27.5,18.666666666666668,-13.333333333333334,1.8333333333333333,12977,486,452.0,7.0
4571,2020-06-21,NV,3.5,16.8,0.0,14.6,-11.222222222222221,2.5,13236,487,259.0,1.0
4572,2020-06-22,NV,2.4444444444444446,6.0,4.0,10.666666666666666,-28.916666666666668,5.857142857142857,13575,490,339.0,3.0
4573,2020-06-23,NV,1.75,12.25,1.3333333333333333,11.833333333333334,-28.416666666666668,6.571428571428571,14058,492,483.0,2.0
4574,2020-06-24,NV,2.875,12.571428571428571,0.3333333333333333,18.285714285714285,-26.833333333333332,6.571428571428571,14460,494,402.0,2.0
4575,2020-06-25,NV,2.0,14.5,-1.0,17.857142857142858,-27.166666666666668,6.571428571428571,14911,495,451.0,1.0
4576,2020-06-26,NV,-5.111111111111111,8.0,26.0,9.4,-26.4,7.428571428571429,15359,498,448.0,3.0
4577,2020-06-27,NV,-5.444444444444445,11.375,15.5,22.2,-13.88888888888889,4.0,16400,500,1041.0,2.0
4578,2020-06-28,NV,0.2222222222222222,4.0,-9.333333333333334,22.2,-10.11111111111111,5.0,17187,500,787.0,0.0
4579,2020-06-29,NV,4.777777777777778,4.428571428571429,8.666666666666666,14.333333333333334,-24.75,6.0,17971,505,784.0,5.0
4580,2020-06-30,NV,9.0,14.125,11.0,17.666666666666668,-26.666666666666668,6.25,18582,507,611.0,2.0
4581,2020-07-01,NV,9.222222222222221,15.75,-0.3333333333333333,17.166666666666668,-26.833333333333332,5.75,19151,512,569.0,5.0
4582,2020-07-02,NV,14.222222222222221,27.625,6.0,17.6,-31.76923076923077,5.857142857142857,19871,525,720.0,13.0
4583,2020-07-03,NV,4.0,22.375,10.666666666666666,6.6,-46.36363636363637,11.0,20878,530,1007.0,5.0
4584,2020-07-04,NV,-18.0,6.714285714285714,12.333333333333334,4.166666666666667,-23.666666666666668,4.75,21671,530,793.0,0.0
4585,2020-07-05,NV,-2.888888888888889,1.3333333333333333,-2.3333333333333335,14.0,-15.11111111111111,4.0,22518,537,847.0,7.0
4586,2020-07-06,NV,2.75,7.714285714285714,1.0,13.0,-29.5,6.428571428571429,22930,537,412.0,0.0
4587,2020-07-07,NV,1.75,7.285714285714286,7.0,20.428571428571427,-29.0,6.857142857142857,23848,549,918.0,12.0
4588,2020-07-08,NV,1.125,12.625,5.666666666666667,11.333333333333334,-27.583333333333332,6.857142857142857,24378,556,530.0,7.0
4589,2020-07-09,NV,0.7777777777777778,14.0,-2.0,19.857142857142858,-27.916666666666668,7.0,25055,574,677.0,18.0
4590,2020-07-10,NV,-4.555555555555555,9.125,-8.0,13.0,-26.3,7.857142857142857,25961,581,906.0,7.0
4591,2020-07-11,NV,-7.888888888888889,11.625,10.75,15.2,-13.0,3.75,26912,592,951.0,11.0
4592,2020-07-12,NV,-2.25,4.166666666666667,-8.333333333333334,20.6,-11.88888888888889,5.0,27745,593,833.0,1.0
4593,2020-07-13,NV,-0.625,3.7142857142857144,-3.6666666666666665,8.666666666666666,-27.166666666666668,6.428571428571429,28597,596,852.0,3.0
4594,2020-07-14,NV,2.3333333333333335,5.857142857142857,4.333333333333333,16.428571428571427,-27.166666666666668,7.142857142857143,29669,613,1072.0,17.0
4595,2020-07-15,NV,0.3333333333333333,13.428571428571429,3.0,16.142857142857142,-26.5,7.0,30587,619,918.0,6.0
4596,2020-07-16,NV,-0.4444444444444444,11.75,-3.3333333333333335,18.285714285714285,-27.583333333333332,7.428571428571429,32024,627,1437.0,8.0
4597,2020-07-17,NV,-4.777777777777778,9.5,-6.333333333333333,3.8333333333333335,-27.3,8.285714285714286,33372,638,1348.0,11.0
4598,2020-07-18,NV,-7.333333333333333,11.625,8.75,23.833333333333332,-14.0,3.75,34606,647,1234.0,9.0
4599,2020-07-19,NV,-3.25,5.5,2.0,19.6,-11.11111111111111,4.5,35826,648,1220.0,1.0
4600,2020-07-20,NV,-1.875,3.0,-3.3333333333333335,9.0,-26.75,6.571428571428571,36805,650,979.0,2.0
4601,2020-07-21,NV,0.3333333333333333,5.142857142857143,2.0,20.0,-28.25,7.142857142857143,37605,680,800.0,30.0
4602,2020-03-01,NY,19.295081967213115,10.95,15.333333333333334,5.933333333333334,5.065573770491803,-1.2727272727272727,1,0,-37604.0,-680.0
4603,2020-03-02,NY,10.098360655737705,8.442622950819672,20.791666666666668,3.25,4.672131147540983,-0.4827586206896552,1,0,0.0,0.0
4604,2020-03-03,NY,10.868852459016393,9.01639344262295,12.217391304347826,4.193548387096774,3.639344262295082,-0.5517241379310345,2,0,1.0,0.0
4605,2020-03-04,NY,8.508196721311476,6.0,12.88,2.5806451612903225,3.0655737704918034,-0.22413793103448276,11,0,9.0,0.0
4606,2020-03-05,NY,11.442622950819672,9.21311475409836,32.81818181818182,5.484848484848484,3.8688524590163933,-1.0689655172413792,22,0,11.0,0.0
4607,2020-03-06,NY,1.9344262295081966,0.2786885245901639,2.2666666666666666,4.057142857142857,2.8360655737704916,0.5,44,0,22.0,0.0
4608,2020-03-07,NY,15.327868852459016,7.491803278688525,39.26923076923077,11.870967741935484,4.590163934426229,-1.3333333333333333,89,0,45.0,0.0
4609,2020-03-08,NY,19.39344262295082,12.116666666666667,90.82608695652173,12.413793103448276,4.114754098360656,-1.393939393939394,106,0,17.0,0.0
4610,2020-03-09,NY,12.655737704918034,11.80327868852459,94.47368421052632,4.84375,2.6721311475409837,-0.6206896551724138,142,0,36.0,0.0
4611,2020-03-10,NY,4.245901639344262,4.639344262295082,10.423076923076923,0.5483870967741935,0.9016393442622951,0.8275862068965517,173,0,31.0,0.0
4612,2020-03-11,NY,6.721311475409836,10.032786885245901,25.08,-0.6129032258064516,0.6557377049180327,0.39655172413793105,217,0,44.0,0.0
4613,2020-03-12,NY,9.819672131147541,26.065573770491802,19.73913043478261,-1.0,0.16393442622950818,0.4827586206896552,326,0,109.0,0.0
4614,2020-03-13,NY,1.459016393442623,26.737704918032787,11.033333333333333,-8.823529411764707,-4.131147540983607,3.293103448275862,421,0,95.0,0.0
4615,2020-03-14,NY,1.9180327868852458,27.672131147540984,42.851851851851855,-8.375,0.14754098360655737,2.4864864864864864,610,2,189.0,2.0
4616,2020-03-15,NY,-0.03278688524590164,25.666666666666668,53.80769230769231,-12.5,-2.9344262295081966,2.90625,732,6,122.0,4.0
4617,2020-03-16,NY,0.19672131147540983,37.540983606557376,21.0,-16.96875,-15.147540983606557,6.607142857142857,950,10,218.0,4.0
4618,2020-03-17,NY,-22.78688524590164,17.278688524590162,0.12,-22.35483870967742,-24.360655737704917,11.267857142857142,1375,18,425.0,8.0
4619,2020-03-18,NY,-25.37704918032787,13.524590163934427,49.0,-23.87878787878788,-29.278688524590162,12.5,2387,32,1012.0,14.0
4620,2020-03-19,NY,-29.688524590163933,9.360655737704919,12.590909090909092,-29.696969696969695,-32.32786885245902,14.49090909090909,4161,39,1774.0,7.0
4621,2020-03-20,NY,-33.295081967213115,10.60655737704918,16.862068965517242,-35.138888888888886,-35.540983606557376,17.163636363636364,7113,68,2952.0,29.0
4622,2020-03-21,NY,-38.78688524590164,2.737704918032787,47.92,-34.90909090909091,-23.62295081967213,11.5,10371,95,3258.0,27.0
4623,2020-03-22,NY,-42.114754098360656,-9.655737704918034,28.346153846153847,-46.21212121212121,-27.934426229508198,10.689655172413794,15188,142,4817.0,47.0
4624,2020-03-23,NY,-53.278688524590166,-27.049180327868854,-48.12,-49.02777777777778,-46.83606557377049,20.943396226415093,20899,183,5711.0,41.0
4625,2020-03-24,NY,-44.80327868852459,-15.131147540983607,5.111111111111111,-43.15151515151515,-47.67213114754098,20.452830188679247,25704,264,4805.0,81.0
4626,2020-03-25,NY,-44.721311475409834,-16.147540983606557,-9.125,-44.57142857142857,-47.91803278688525,20.796296296296298,33117,381,7413.0,117.0
4627,2020-03-26,NY,-39.967213114754095,-11.01639344262295,57.75,-42.72222222222222,-47.57377049180328,19.72222222222222,39058,502,5941.0,121.0
4628,2020-03-27,NY,-43.63934426229508,-14.98360655737705,44.18518518518518,-48.16216216216216,-47.49180327868852,21.942307692307693,44746,645,5688.0,143.0
4629,2020-03-28,NY,-50.34426229508197,-21.0327868852459,-16.607142857142858,-55.27272727272727,-34.0,15.666666666666666,53517,935,8771.0,290.0
4630,2020-03-29,NY,-48.442622950819676,-21.885245901639344,-24.25,-58.515151515151516,-34.540983606557376,13.518518518518519,59783,1180,6266.0,245.0
4631,2020-03-30,NY,-43.131147540983605,-17.65573770491803,-17.92,-49.888888888888886,-48.49180327868852,20.60377358490566,67504,1512,7721.0,332.0
